Preparation of Training Data time: 27.600 seconds
TRAINING: | Iteration [1/12] | Loss 0.59 | Norm 5.000
TRAINING: | Iteration [12/12] | Loss 0.14 | Norm 2.859
Epoch: 32/10000 | Epoch Time: 0.094 seconds
TRAINING: | Iteration [1/12] | Loss 0.10 | Norm 2.569
TRAINING: | Iteration [2/12] | Loss 0.17 | Norm 5.000
TRAINING: | Iteration [3/12] | Loss 0.10 | Norm 1.908
TRAINING: | Iteration [4/12] | Loss 0.09 | Norm 1.250
TRAINING: | Iteration [5/12] | Loss 0.09 | Norm 2.462
TRAINING: | Iteration [6/12] | Loss 0.11 | Norm 2.156
TRAINING: | Iteration [7/12] | Loss 0.12 | Norm 3.101
TRAINING: | Iteration [8/12] | Loss 0.12 | Norm 3.375
TRAINING: | Iteration [9/12] | Loss 0.11 | Norm 2.626
TRAINING: | Iteration [10/12] | Loss 0.10 | Norm 3.356
TRAINING: | Iteration [11/12] | Loss 0.11 | Norm 2.346
TRAINING: | Iteration [12/12] | Loss 0.14 | Norm 2.515
Epoch: 33/10000 | Epoch Time: 0.094 seconds
TRAINING: | Iteration [1/12] | Loss 0.10 | Norm 2.296
TRAINING: | Iteration [2/12] | Loss 0.10 | Norm 1.517
TRAINING: | Iteration [3/12] | Loss 0.12 | Norm 2.461
TRAINING: | Iteration [4/12] | Loss 0.11 | Norm 2.045
TRAINING: | Iteration [5/12] | Loss 0.13 | Norm 3.532
TRAINING: | Iteration [6/12] | Loss 0.09 | Norm 1.371
TRAINING: | Iteration [7/12] | Loss 0.09 | Norm 1.736
TRAINING: | Iteration [8/12] | Loss 0.14 | Norm 2.973
TRAINING: | Iteration [9/12] | Loss 0.12 | Norm 4.987
TRAINING: | Iteration [10/12] | Loss 0.16 | Norm 5.000
TRAINING: | Iteration [11/12] | Loss 0.08 | Norm 1.548
TRAINING: | Iteration [12/12] | Loss 0.12 | Norm 2.611
Epoch: 34/10000 | Epoch Time: 0.094 seconds
TRAINING: | Iteration [1/12] | Loss 0.10 | Norm 1.960
TRAINING: | Iteration [2/12] | Loss 0.08 | Norm 1.228
TRAINING: | Iteration [3/12] | Loss 0.09 | Norm 3.567
TRAINING: | Iteration [4/12] | Loss 0.13 | Norm 5.000
TRAINING: | Iteration [5/12] | Loss 0.11 | Norm 4.250
TRAINING: | Iteration [6/12] | Loss 0.09 | Norm 1.379
TRAINING: | Iteration [7/12] | Loss 0.13 | Norm 5.000
TRAINING: | Iteration [8/12] | Loss 0.10 | Norm 3.008
TRAINING: | Iteration [9/12] | Loss 0.18 | Norm 5.000
TRAINING: | Iteration [10/12] | Loss 0.09 | Norm 2.743
TRAINING: | Iteration [11/12] | Loss 0.12 | Norm 3.410
TRAINING: | Iteration [12/12] | Loss 0.15 | Norm 5.000
Epoch: 35/10000 | Epoch Time: 0.094 seconds
TRAINING: | Iteration [1/12] | Loss 0.11 | Norm 4.842
TRAINING: | Iteration [2/12] | Loss 0.07 | Norm 1.444
TRAINING: | Iteration [3/12] | Loss 0.12 | Norm 5.000
TRAINING: | Iteration [4/12] | Loss 0.13 | Norm 2.353
TRAINING: | Iteration [5/12] | Loss 0.13 | Norm 1.207
TRAINING: | Iteration [6/12] | Loss 0.12 | Norm 5.000
TRAINING: | Iteration [7/12] | Loss 0.14 | Norm 5.000
TRAINING: | Iteration [8/12] | Loss 0.08 | Norm 1.703
TRAINING: | Iteration [9/12] | Loss 0.17 | Norm 5.000
TRAINING: | Iteration [10/12] | Loss 0.10 | Norm 1.503
TRAINING: | Iteration [11/12] | Loss 0.10 | Norm 3.551
TRAINING: | Iteration [12/12] | Loss 0.11 | Norm 5.000
Epoch: 36/10000 | Epoch Time: 0.095 seconds
TRAINING: | Iteration [1/12] | Loss 0.11 | Norm 5.000
TRAINING: | Iteration [2/12] | Loss 0.12 | Norm 1.771
TRAINING: | Iteration [3/12] | Loss 0.09 | Norm 1.640
TRAINING: | Iteration [4/12] | Loss 0.10 | Norm 3.532
TRAINING: | Iteration [5/12] | Loss 0.13 | Norm 2.869
TRAINING: | Iteration [6/12] | Loss 0.09 | Norm 1.027
TRAINING: | Iteration [7/12] | Loss 0.17 | Norm 5.000
TRAINING: | Iteration [8/12] | Loss 0.11 | Norm 1.560
TRAINING: | Iteration [9/12] | Loss 0.10 | Norm 3.085
TRAINING: | Iteration [10/12] | Loss 0.11 | Norm 2.080
TRAINING: | Iteration [11/12] | Loss 0.11 | Norm 3.682
TRAINING: | Iteration [12/12] | Loss 0.10 | Norm 5.000
Epoch: 37/10000 | Epoch Time: 0.094 seconds
TRAINING: | Iteration [1/12] | Loss 0.11 | Norm 1.219
TRAINING: | Iteration [2/12] | Loss 0.10 | Norm 2.407
TRAINING: | Iteration [3/12] | Loss 0.08 | Norm 3.512
TRAINING: | Iteration [4/12] | Loss 0.10 | Norm 4.880
TRAINING: | Iteration [5/12] | Loss 0.09 | Norm 1.753
TRAINING: | Iteration [6/12] | Loss 0.12 | Norm 1.029
TRAINING: | Iteration [7/12] | Loss 0.14 | Norm 1.736
TRAINING: | Iteration [8/12] | Loss 0.11 | Norm 3.678
TRAINING: | Iteration [9/12] | Loss 0.10 | Norm 2.942
TRAINING: | Iteration [10/12] | Loss 0.09 | Norm 3.093
TRAINING: | Iteration [11/12] | Loss 0.09 | Norm 2.385
TRAINING: | Iteration [12/12] | Loss 0.15 | Norm 3.871
Epoch: 38/10000 | Epoch Time: 0.094 seconds
TRAINING: | Iteration [1/12] | Loss 0.11 | Norm 1.825
TRAINING: | Iteration [2/12] | Loss 0.10 | Norm 2.042
TRAINING: | Iteration [3/12] | Loss 0.12 | Norm 4.644
TRAINING: | Iteration [4/12] | Loss 0.13 | Norm 2.111
TRAINING: | Iteration [5/12] | Loss 0.11 | Norm 4.829
TRAINING: | Iteration [6/12] | Loss 0.09 | Norm 3.729
TRAINING: | Iteration [7/12] | Loss 0.16 | Norm 5.000
TRAINING: | Iteration [8/12] | Loss 0.11 | Norm 2.031
TRAINING: | Iteration [9/12] | Loss 0.12 | Norm 3.561
TRAINING: | Iteration [10/12] | Loss 0.11 | Norm 4.108
TRAINING: | Iteration [11/12] | Loss 0.07 | Norm 3.673
TRAINING: | Iteration [12/12] | Loss 0.13 | Norm 3.065
Epoch: 39/10000 | Epoch Time: 0.094 seconds
TRAINING: | Iteration [1/12] | Loss 0.08 | Norm 1.978
TRAINING: | Iteration [2/12] | Loss 0.07 | Norm 1.642
TRAINING: | Iteration [3/12] | Loss 0.11 | Norm 4.630
TRAINING: | Iteration [4/12] | Loss 0.12 | Norm 5.000
TRAINING: | Iteration [5/12] | Loss 0.09 | Norm 2.567
TRAINING: | Iteration [6/12] | Loss 0.08 | Norm 3.669
TRAINING: | Iteration [7/12] | Loss 0.09 | Norm 2.074
TRAINING: | Iteration [8/12] | Loss 0.10 | Norm 3.587
TRAINING: | Iteration [9/12] | Loss 0.10 | Norm 2.263
TRAINING: | Iteration [10/12] | Loss 0.09 | Norm 2.920
TRAINING: | Iteration [11/12] | Loss 0.08 | Norm 1.651
TRAINING: | Iteration [12/12] | Loss 0.11 | Norm 3.634
Epoch: 40/10000 | Epoch Time: 0.093 seconds
Saving Model
TRAINING: | Iteration [1/12] | Loss 0.12 | Norm 5.000
TRAINING: | Iteration [2/12] | Loss 0.07 | Norm 0.789
TRAINING: | Iteration [3/12] | Loss 0.10 | Norm 1.016
TRAINING: | Iteration [4/12] | Loss 0.09 | Norm 2.690
TRAINING: | Iteration [5/12] | Loss 0.12 | Norm 2.114
TRAINING: | Iteration [6/12] | Loss 0.11 | Norm 2.397
TRAINING: | Iteration [7/12] | Loss 0.10 | Norm 3.637
TRAINING: | Iteration [8/12] | Loss 0.16 | Norm 5.000
TRAINING: | Iteration [9/12] | Loss 0.09 | Norm 2.333
TRAINING: | Iteration [10/12] | Loss 0.13 | Norm 4.948
TRAINING: | Iteration [11/12] | Loss 0.08 | Norm 1.535
TRAINING: | Iteration [12/12] | Loss 0.08 | Norm 2.290
Epoch: 41/10000 | Epoch Time: 0.095 seconds
TRAINING: | Iteration [1/12] | Loss 0.10 | Norm 3.125
TRAINING: | Iteration [2/12] | Loss 0.12 | Norm 3.723
TRAINING: | Iteration [3/12] | Loss 0.08 | Norm 1.462
TRAINING: | Iteration [4/12] | Loss 0.11 | Norm 5.000
TRAINING: | Iteration [5/12] | Loss 0.14 | Norm 4.647
TRAINING: | Iteration [6/12] | Loss 0.10 | Norm 3.462
TRAINING: | Iteration [7/12] | Loss 0.11 | Norm 1.301
TRAINING: | Iteration [8/12] | Loss 0.10 | Norm 1.981
TRAINING: | Iteration [9/12] | Loss 0.12 | Norm 4.118
TRAINING: | Iteration [10/12] | Loss 0.11 | Norm 3.596
TRAINING: | Iteration [11/12] | Loss 0.09 | Norm 2.602
TRAINING: | Iteration [12/12] | Loss 0.09 | Norm 2.874
Epoch: 42/10000 | Epoch Time: 0.094 seconds
TRAINING: | Iteration [1/12] | Loss 0.13 | Norm 5.000
TRAINING: | Iteration [2/12] | Loss 0.12 | Norm 4.832
TRAINING: | Iteration [3/12] | Loss 0.13 | Norm 5.000
TRAINING: | Iteration [4/12] | Loss 0.09 | Norm 2.403
TRAINING: | Iteration [5/12] | Loss 0.09 | Norm 2.280
TRAINING: | Iteration [6/12] | Loss 0.10 | Norm 1.867
TRAINING: | Iteration [7/12] | Loss 0.11 | Norm 3.274
TRAINING: | Iteration [8/12] | Loss 0.11 | Norm 0.939
TRAINING: | Iteration [9/12] | Loss 0.11 | Norm 2.537
TRAINING: | Iteration [10/12] | Loss 0.11 | Norm 1.814
TRAINING: | Iteration [11/12] | Loss 0.09 | Norm 1.487
TRAINING: | Iteration [12/12] | Loss 0.08 | Norm 1.879
Epoch: 43/10000 | Epoch Time: 0.094 seconds
TRAINING: | Iteration [1/12] | Loss 0.08 | Norm 2.921
TRAINING: | Iteration [2/12] | Loss 0.11 | Norm 4.669
TRAINING: | Iteration [3/12] | Loss 0.08 | Norm 1.971
TRAINING: | Iteration [4/12] | Loss 0.10 | Norm 1.697
TRAINING: | Iteration [5/12] | Loss 0.12 | Norm 5.000
TRAINING: | Iteration [6/12] | Loss 0.17 | Norm 1.849
TRAINING: | Iteration [7/12] | Loss 0.17 | Norm 5.000
TRAINING: | Iteration [8/12] | Loss 0.10 | Norm 1.883
TRAINING: | Iteration [9/12] | Loss 0.09 | Norm 2.727
TRAINING: | Iteration [10/12] | Loss 0.10 | Norm 3.364
TRAINING: | Iteration [11/12] | Loss 0.12 | Norm 2.261
TRAINING: | Iteration [12/12] | Loss 0.08 | Norm 3.802
Epoch: 44/10000 | Epoch Time: 0.094 seconds
TRAINING: | Iteration [1/12] | Loss 0.09 | Norm 1.335
TRAINING: | Iteration [2/12] | Loss 0.07 | Norm 2.421
TRAINING: | Iteration [3/12] | Loss 0.11 | Norm 5.000
TRAINING: | Iteration [4/12] | Loss 0.12 | Norm 3.705
TRAINING: | Iteration [5/12] | Loss 0.09 | Norm 2.141
TRAINING: | Iteration [6/12] | Loss 0.09 | Norm 1.647
TRAINING: | Iteration [7/12] | Loss 0.08 | Norm 1.419
TRAINING: | Iteration [8/12] | Loss 0.11 | Norm 4.402
TRAINING: | Iteration [9/12] | Loss 0.13 | Norm 1.067
TRAINING: | Iteration [10/12] | Loss 0.13 | Norm 3.225
TRAINING: | Iteration [11/12] | Loss 0.11 | Norm 2.916
TRAINING: | Iteration [12/12] | Loss 0.15 | Norm 5.000
Epoch: 45/10000 | Epoch Time: 0.094 seconds
TRAINING: | Iteration [1/12] | Loss 0.09 | Norm 2.165
TRAINING: | Iteration [2/12] | Loss 0.06 | Norm 1.086
TRAINING: | Iteration [3/12] | Loss 0.07 | Norm 1.710
TRAINING: | Iteration [4/12] | Loss 0.13 | Norm 1.508
TRAINING: | Iteration [5/12] | Loss 0.10 | Norm 2.773
TRAINING: | Iteration [6/12] | Loss 0.09 | Norm 2.802
TRAINING: | Iteration [7/12] | Loss 0.08 | Norm 2.697
TRAINING: | Iteration [8/12] | Loss 0.13 | Norm 5.000
TRAINING: | Iteration [9/12] | Loss 0.08 | Norm 1.111
TRAINING: | Iteration [10/12] | Loss 0.10 | Norm 1.751
TRAINING: | Iteration [11/12] | Loss 0.08 | Norm 1.245
TRAINING: | Iteration [12/12] | Loss 0.08 | Norm 1.419
Epoch: 46/10000 | Epoch Time: 0.094 seconds
TRAINING: | Iteration [1/12] | Loss 0.13 | Norm 1.936
TRAINING: | Iteration [2/12] | Loss 0.08 | Norm 3.378
TRAINING: | Iteration [3/12] | Loss 0.10 | Norm 1.836
TRAINING: | Iteration [4/12] | Loss 0.10 | Norm 2.786
TRAINING: | Iteration [5/12] | Loss 0.11 | Norm 2.141
TRAINING: | Iteration [6/12] | Loss 0.13 | Norm 1.285
TRAINING: | Iteration [7/12] | Loss 0.11 | Norm 1.636
TRAINING: | Iteration [8/12] | Loss 0.11 | Norm 5.000
TRAINING: | Iteration [9/12] | Loss 0.14 | Norm 2.497
TRAINING: | Iteration [10/12] | Loss 0.07 | Norm 1.479
TRAINING: | Iteration [11/12] | Loss 0.06 | Norm 0.801
TRAINING: | Iteration [12/12] | Loss 0.14 | Norm 5.000
Epoch: 47/10000 | Epoch Time: 0.094 seconds
TRAINING: | Iteration [1/12] | Loss 0.16 | Norm 5.000
TRAINING: | Iteration [2/12] | Loss 0.08 | Norm 2.897
TRAINING: | Iteration [3/12] | Loss 0.15 | Norm 4.514
TRAINING: | Iteration [4/12] | Loss 0.12 | Norm 4.750
TRAINING: | Iteration [5/12] | Loss 0.11 | Norm 3.415
TRAINING: | Iteration [6/12] | Loss 0.09 | Norm 3.387
TRAINING: | Iteration [7/12] | Loss 0.10 | Norm 2.183
TRAINING: | Iteration [8/12] | Loss 0.08 | Norm 1.742
TRAINING: | Iteration [9/12] | Loss 0.09 | Norm 3.026
TRAINING: | Iteration [10/12] | Loss 0.11 | Norm 3.834
TRAINING: | Iteration [11/12] | Loss 0.09 | Norm 2.228
TRAINING: | Iteration [12/12] | Loss 0.12 | Norm 3.595
Epoch: 48/10000 | Epoch Time: 0.094 seconds
TRAINING: | Iteration [1/12] | Loss 0.09 | Norm 1.578
TRAINING: | Iteration [2/12] | Loss 0.08 | Norm 1.338
TRAINING: | Iteration [3/12] | Loss 0.09 | Norm 1.314
TRAINING: | Iteration [4/12] | Loss 0.12 | Norm 2.414
TRAINING: | Iteration [5/12] | Loss 0.10 | Norm 3.832
TRAINING: | Iteration [6/12] | Loss 0.10 | Norm 2.565
TRAINING: | Iteration [7/12] | Loss 0.13 | Norm 2.551
TRAINING: | Iteration [8/12] | Loss 0.11 | Norm 1.391
TRAINING: | Iteration [9/12] | Loss 0.09 | Norm 1.131
TRAINING: | Iteration [10/12] | Loss 0.14 | Norm 2.259
TRAINING: | Iteration [11/12] | Loss 0.09 | Norm 2.242
TRAINING: | Iteration [12/12] | Loss 0.10 | Norm 2.142
Epoch: 49/10000 | Epoch Time: 0.094 seconds
TRAINING: | Iteration [1/12] | Loss 0.08 | Norm 1.562
TRAINING: | Iteration [2/12] | Loss 0.11 | Norm 1.581
TRAINING: | Iteration [3/12] | Loss 0.08 | Norm 2.638
TRAINING: | Iteration [4/12] | Loss 0.08 | Norm 2.356
TRAINING: | Iteration [5/12] | Loss 0.10 | Norm 4.403
TRAINING: | Iteration [6/12] | Loss 0.12 | Norm 1.780
TRAINING: | Iteration [7/12] | Loss 0.09 | Norm 2.111
TRAINING: | Iteration [8/12] | Loss 0.10 | Norm 3.084
TRAINING: | Iteration [9/12] | Loss 0.05 | Norm 1.693
TRAINING: | Iteration [10/12] | Loss 0.09 | Norm 1.954
TRAINING: | Iteration [11/12] | Loss 0.09 | Norm 2.614
TRAINING: | Iteration [12/12] | Loss 0.14 | Norm 2.956
Epoch: 50/10000 | Epoch Time: 0.095 seconds
Saving Model
TRAINING: | Iteration [1/12] | Loss 0.10 | Norm 3.608
TRAINING: | Iteration [2/12] | Loss 0.10 | Norm 5.000
TRAINING: | Iteration [3/12] | Loss 0.10 | Norm 2.187
TRAINING: | Iteration [4/12] | Loss 0.11 | Norm 3.662
TRAINING: | Iteration [5/12] | Loss 0.12 | Norm 2.697
TRAINING: | Iteration [6/12] | Loss 0.08 | Norm 1.642
TRAINING: | Iteration [7/12] | Loss 0.08 | Norm 1.404
TRAINING: | Iteration [8/12] | Loss 0.12 | Norm 1.818
TRAINING: | Iteration [9/12] | Loss 0.09 | Norm 2.305
TRAINING: | Iteration [10/12] | Loss 0.10 | Norm 3.558
TRAINING: | Iteration [11/12] | Loss 0.13 | Norm 4.720
TRAINING: | Iteration [12/12] | Loss 0.09 | Norm 3.363
Epoch: 51/10000 | Epoch Time: 0.095 seconds
TRAINING: | Iteration [1/12] | Loss 0.09 | Norm 3.228
TRAINING: | Iteration [2/12] | Loss 0.10 | Norm 2.307
TRAINING: | Iteration [3/12] | Loss 0.09 | Norm 3.277
TRAINING: | Iteration [4/12] | Loss 0.13 | Norm 3.343
TRAINING: | Iteration [5/12] | Loss 0.10 | Norm 3.744
TRAINING: | Iteration [6/12] | Loss 0.09 | Norm 2.364
TRAINING: | Iteration [7/12] | Loss 0.09 | Norm 3.713
TRAINING: | Iteration [8/12] | Loss 0.13 | Norm 5.000
TRAINING: | Iteration [9/12] | Loss 0.09 | Norm 1.781
TRAINING: | Iteration [10/12] | Loss 0.09 | Norm 2.096
TRAINING: | Iteration [11/12] | Loss 0.13 | Norm 2.232
TRAINING: | Iteration [12/12] | Loss 0.10 | Norm 1.806
Epoch: 52/10000 | Epoch Time: 0.094 seconds
TRAINING: | Iteration [1/12] | Loss 0.09 | Norm 2.034
TRAINING: | Iteration [2/12] | Loss 0.08 | Norm 1.256
TRAINING: | Iteration [3/12] | Loss 0.08 | Norm 2.080
TRAINING: | Iteration [4/12] | Loss 0.07 | Norm 1.638
TRAINING: | Iteration [5/12] | Loss 0.09 | Norm 2.988
TRAINING: | Iteration [6/12] | Loss 0.10 | Norm 2.538
TRAINING: | Iteration [7/12] | Loss 0.10 | Norm 2.565
TRAINING: | Iteration [8/12] | Loss 0.09 | Norm 1.830
TRAINING: | Iteration [9/12] | Loss 0.12 | Norm 5.000
TRAINING: | Iteration [10/12] | Loss 0.12 | Norm 4.820
TRAINING: | Iteration [11/12] | Loss 0.13 | Norm 3.318
TRAINING: | Iteration [12/12] | Loss 0.12 | Norm 4.571
Epoch: 53/10000 | Epoch Time: 0.094 seconds
TRAINING: | Iteration [1/12] | Loss 0.10 | Norm 1.855
TRAINING: | Iteration [2/12] | Loss 0.09 | Norm 2.244
TRAINING: | Iteration [3/12] | Loss 0.18 | Norm 5.000
TRAINING: | Iteration [4/12] | Loss 0.13 | Norm 5.000
TRAINING: | Iteration [5/12] | Loss 0.10 | Norm 5.000
TRAINING: | Iteration [6/12] | Loss 0.08 | Norm 2.674
TRAINING: | Iteration [7/12] | Loss 0.15 | Norm 5.000
TRAINING: | Iteration [8/12] | Loss 0.17 | Norm 5.000
TRAINING: | Iteration [9/12] | Loss 0.13 | Norm 5.000
TRAINING: | Iteration [10/12] | Loss 0.14 | Norm 5.000
TRAINING: | Iteration [11/12] | Loss 0.10 | Norm 2.508
TRAINING: | Iteration [12/12] | Loss 0.07 | Norm 2.592
Epoch: 54/10000 | Epoch Time: 0.097 seconds
TRAINING: | Iteration [1/12] | Loss 0.07 | Norm 1.430
TRAINING: | Iteration [2/12] | Loss 0.11 | Norm 5.000
TRAINING: | Iteration [3/12] | Loss 0.20 | Norm 5.000
TRAINING: | Iteration [4/12] | Loss 0.12 | Norm 5.000
TRAINING: | Iteration [5/12] | Loss 0.11 | Norm 2.770
TRAINING: | Iteration [6/12] | Loss 0.09 | Norm 1.995
TRAINING: | Iteration [7/12] | Loss 0.09 | Norm 3.071
TRAINING: | Iteration [8/12] | Loss 0.09 | Norm 4.172
TRAINING: | Iteration [9/12] | Loss 0.09 | Norm 2.235
TRAINING: | Iteration [10/12] | Loss 0.10 | Norm 2.894
TRAINING: | Iteration [11/12] | Loss 0.09 | Norm 2.255
TRAINING: | Iteration [12/12] | Loss 0.10 | Norm 4.556
Epoch: 55/10000 | Epoch Time: 0.096 seconds
TRAINING: | Iteration [1/12] | Loss 0.14 | Norm 2.339
TRAINING: | Iteration [2/12] | Loss 0.12 | Norm 1.968
TRAINING: | Iteration [3/12] | Loss 0.10 | Norm 3.568
TRAINING: | Iteration [4/12] | Loss 0.09 | Norm 1.690
TRAINING: | Iteration [5/12] | Loss 0.10 | Norm 2.637
TRAINING: | Iteration [6/12] | Loss 0.10 | Norm 1.367
TRAINING: | Iteration [7/12] | Loss 0.11 | Norm 3.674
TRAINING: | Iteration [8/12] | Loss 0.13 | Norm 2.370
TRAINING: | Iteration [9/12] | Loss 0.12 | Norm 4.348
TRAINING: | Iteration [10/12] | Loss 0.09 | Norm 2.634
TRAINING: | Iteration [11/12] | Loss 0.11 | Norm 2.978
TRAINING: | Iteration [12/12] | Loss 0.11 | Norm 2.699
Epoch: 56/10000 | Epoch Time: 0.094 seconds
TRAINING: | Iteration [1/12] | Loss 0.11 | Norm 5.000
TRAINING: | Iteration [2/12] | Loss 0.15 | Norm 4.331
TRAINING: | Iteration [3/12] | Loss 0.11 | Norm 2.239
TRAINING: | Iteration [4/12] | Loss 0.09 | Norm 3.366
TRAINING: | Iteration [5/12] | Loss 0.10 | Norm 3.739
TRAINING: | Iteration [6/12] | Loss 0.10 | Norm 2.719
TRAINING: | Iteration [7/12] | Loss 0.09 | Norm 1.800
TRAINING: | Iteration [8/12] | Loss 0.09 | Norm 1.968
TRAINING: | Iteration [9/12] | Loss 0.09 | Norm 3.374
TRAINING: | Iteration [10/12] | Loss 0.10 | Norm 4.310
TRAINING: | Iteration [11/12] | Loss 0.08 | Norm 2.549
TRAINING: | Iteration [12/12] | Loss 0.10 | Norm 2.989
Epoch: 57/10000 | Epoch Time: 0.095 seconds
TRAINING: | Iteration [1/12] | Loss 0.11 | Norm 3.863
TRAINING: | Iteration [2/12] | Loss 0.09 | Norm 3.918
TRAINING: | Iteration [3/12] | Loss 0.07 | Norm 1.826
TRAINING: | Iteration [4/12] | Loss 0.14 | Norm 5.000
TRAINING: | Iteration [5/12] | Loss 0.11 | Norm 2.184
TRAINING: | Iteration [6/12] | Loss 0.08 | Norm 2.102
TRAINING: | Iteration [7/12] | Loss 0.14 | Norm 1.854
TRAINING: | Iteration [8/12] | Loss 0.11 | Norm 2.946
TRAINING: | Iteration [9/12] | Loss 0.08 | Norm 2.868
TRAINING: | Iteration [10/12] | Loss 0.14 | Norm 5.000
TRAINING: | Iteration [11/12] | Loss 0.09 | Norm 2.176
TRAINING: | Iteration [12/12] | Loss 0.12 | Norm 2.299
Epoch: 58/10000 | Epoch Time: 0.095 seconds
TRAINING: | Iteration [1/12] | Loss 0.08 | Norm 2.564
TRAINING: | Iteration [2/12] | Loss 0.08 | Norm 2.342
TRAINING: | Iteration [3/12] | Loss 0.13 | Norm 2.723
TRAINING: | Iteration [4/12] | Loss 0.10 | Norm 3.769
TRAINING: | Iteration [5/12] | Loss 0.11 | Norm 3.067
TRAINING: | Iteration [6/12] | Loss 0.11 | Norm 1.308
TRAINING: | Iteration [7/12] | Loss 0.08 | Norm 2.261
TRAINING: | Iteration [8/12] | Loss 0.07 | Norm 1.085
TRAINING: | Iteration [9/12] | Loss 0.10 | Norm 2.652
TRAINING: | Iteration [10/12] | Loss 0.08 | Norm 1.752
TRAINING: | Iteration [11/12] | Loss 0.07 | Norm 0.608
TRAINING: | Iteration [12/12] | Loss 0.19 | Norm 5.000
Epoch: 59/10000 | Epoch Time: 0.094 seconds
TRAINING: | Iteration [1/12] | Loss 0.09 | Norm 1.448
TRAINING: | Iteration [2/12] | Loss 0.10 | Norm 3.009
TRAINING: | Iteration [3/12] | Loss 0.09 | Norm 3.426
TRAINING: | Iteration [4/12] | Loss 0.08 | Norm 1.385
TRAINING: | Iteration [5/12] | Loss 0.12 | Norm 4.774
TRAINING: | Iteration [6/12] | Loss 0.13 | Norm 4.549
TRAINING: | Iteration [7/12] | Loss 0.11 | Norm 4.622
TRAINING: | Iteration [8/12] | Loss 0.10 | Norm 1.642
TRAINING: | Iteration [9/12] | Loss 0.08 | Norm 1.287
TRAINING: | Iteration [10/12] | Loss 0.10 | Norm 2.980
TRAINING: | Iteration [11/12] | Loss 0.10 | Norm 4.417
TRAINING: | Iteration [12/12] | Loss 0.11 | Norm 4.159
Epoch: 60/10000 | Epoch Time: 0.094 seconds
Saving Model
TRAINING: | Iteration [1/12] | Loss 0.10 | Norm 2.582
TRAINING: | Iteration [2/12] | Loss 0.06 | Norm 1.577
TRAINING: | Iteration [3/12] | Loss 0.12 | Norm 2.663
TRAINING: | Iteration [4/12] | Loss 0.16 | Norm 5.000
TRAINING: | Iteration [5/12] | Loss 0.12 | Norm 4.228
TRAINING: | Iteration [6/12] | Loss 0.08 | Norm 1.892
TRAINING: | Iteration [7/12] | Loss 0.09 | Norm 1.154
TRAINING: | Iteration [8/12] | Loss 0.14 | Norm 5.000
TRAINING: | Iteration [9/12] | Loss 0.11 | Norm 2.788
TRAINING: | Iteration [10/12] | Loss 0.13 | Norm 5.000
TRAINING: | Iteration [11/12] | Loss 0.15 | Norm 2.692
TRAINING: | Iteration [12/12] | Loss 0.13 | Norm 3.424
Epoch: 61/10000 | Epoch Time: 0.100 seconds
TRAINING: | Iteration [1/12] | Loss 0.08 | Norm 3.159
TRAINING: | Iteration [2/12] | Loss 0.09 | Norm 3.262
TRAINING: | Iteration [3/12] | Loss 0.12 | Norm 5.000
TRAINING: | Iteration [4/12] | Loss 0.14 | Norm 4.462
TRAINING: | Iteration [5/12] | Loss 0.10 | Norm 2.067
TRAINING: | Iteration [6/12] | Loss 0.13 | Norm 5.000
TRAINING: | Iteration [7/12] | Loss 0.08 | Norm 0.930
TRAINING: | Iteration [8/12] | Loss 0.09 | Norm 3.189
TRAINING: | Iteration [9/12] | Loss 0.11 | Norm 3.620
TRAINING: | Iteration [10/12] | Loss 0.11 | Norm 5.000
TRAINING: | Iteration [11/12] | Loss 0.13 | Norm 3.676
TRAINING: | Iteration [12/12] | Loss 0.09 | Norm 1.705
Epoch: 62/10000 | Epoch Time: 0.094 seconds
TRAINING: | Iteration [1/12] | Loss 0.07 | Norm 3.500
TRAINING: | Iteration [2/12] | Loss 0.08 | Norm 1.489
TRAINING: | Iteration [3/12] | Loss 0.15 | Norm 5.000
TRAINING: | Iteration [4/12] | Loss 0.11 | Norm 3.091
TRAINING: | Iteration [5/12] | Loss 0.12 | Norm 3.445
TRAINING: | Iteration [6/12] | Loss 0.10 | Norm 4.463
TRAINING: | Iteration [7/12] | Loss 0.08 | Norm 1.525
TRAINING: | Iteration [8/12] | Loss 0.12 | Norm 3.389
TRAINING: | Iteration [9/12] | Loss 0.10 | Norm 2.721
TRAINING: | Iteration [10/12] | Loss 0.15 | Norm 2.527
TRAINING: | Iteration [11/12] | Loss 0.06 | Norm 1.687
TRAINING: | Iteration [12/12] | Loss 0.09 | Norm 3.311
Epoch: 63/10000 | Epoch Time: 0.094 seconds
TRAINING: | Iteration [1/12] | Loss 0.06 | Norm 1.237
TRAINING: | Iteration [2/12] | Loss 0.12 | Norm 1.718
TRAINING: | Iteration [3/12] | Loss 0.07 | Norm 2.725
TRAINING: | Iteration [4/12] | Loss 0.09 | Norm 2.229
TRAINING: | Iteration [5/12] | Loss 0.10 | Norm 2.638
TRAINING: | Iteration [6/12] | Loss 0.14 | Norm 5.000
TRAINING: | Iteration [7/12] | Loss 0.10 | Norm 1.811
TRAINING: | Iteration [8/12] | Loss 0.11 | Norm 3.794
TRAINING: | Iteration [9/12] | Loss 0.09 | Norm 3.590
TRAINING: | Iteration [10/12] | Loss 0.09 | Norm 3.498
